Common_Name,Family,Diameter_Breast_Height,Age_Description
Drooping sheoak,Casuarinaceae,,
Weeping Bottlebrush,Myrtaceae,,
Yellow Box,Myrtaceae,33,Semi-Mature
`Rosea¿ Red Ironbark,Myrtaceae,,
Smooth-barked apple,Myrtaceae,7,Juvenile
London Plane,Platanaceae,12,Juvenile
Varnish Wattle,Fabaceae,,
English Elm,Ulmaceae,81,Mature
River red gum,Myrtaceae,,
Silver Banksia,Proteaceae,,
Variegated Elm,Ulmaceae,30,Semi-Mature
Silver Wattle,Fabaceae,,
Lemon Scented Gum,Myrtaceae,,
Freeman Maple,Sapindaceae,,
Willow Leaf Peppermint,Myrtaceae,43,Semi-Mature
Sheoak,Casuarinaceae,,
Dutch Elm,Ulmaceae,50,Semi-Mature
Chinaberry Tree,Meliaceae,,
European nettle tree,Cannabaceae,,
River red gum,Myrtaceae,,
Sapporo Autumn Gold Elm,Ulmaceae,,
Spotted Gum,Myrtaceae,,
Japanese Zelkova,Ulmaceae,10,Semi-Mature
Yellow Gum,Myrtaceae,11,Semi-Mature
Desert Ash,Oleaceae,47,Mature
Golden Wattle,Fabaceae,,
Liquidamber or Sweet Gum,Altingiaceae,,
Tuckeroo,Sapindaceae,,
European Olive,Oleaceae,,
Lightwood Wattle,Fabaceae,,
Peppercorn Tree,Anacardiaceae,,
Spotted Gum,Myrtaceae,,
Kurrajong,Malvaceae,,
Algerian Oak,Fagaceae,,
Hill¿s Weeping Fig,Moraceae,,
Kurrajong,Malvaceae,,
Flame Tree,Malvaceae,,
Wattle,Fabaceae,,
Sapporo Autumn Gold Elm,Ulmaceae,,
Red Box,Myrtaceae,19,Semi-Mature
Golden Ash,Oleaceae,,
London Plane,Platanaceae,21,Semi-Mature
Pohutukawa,Myrtaceae,,
River red gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
Elm,Ulmaceae,105,Mature
Yellow Gum,Myrtaceae,,
Golden Wreath Wattle,Fabaceae,22,Semi-Mature
River red gum,Myrtaceae,,
Callery Pear,Rosaceae,,
River red gum,Myrtaceae,,
London Plane,Platanaceae,,
Sugar gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
Narrow-leaved Bottlebrush,Myrtaceae,,
Yellow Box,Myrtaceae,,
Spotted Gum,Myrtaceae,,
Jacaranda,Bignoniaceae,,
River red gum,Myrtaceae,,
Elm,Ulmaceae,,
Pin Oak,Fagaceae,60,Mature
Coastal Banksia,Proteaceae,,
London Plane,Platanaceae,61,Mature
Silver Wattle,Fabaceae,,
Smooth-barked apple,Myrtaceae,,
Rough-barked apple,Myrtaceae,,
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
Silver Wattle,Fabaceae,,
River red gum,Myrtaceae,30,Semi-Mature
Japanese Zelkova,Ulmaceae,,
Elm,Ulmaceae,74,Mature
Brittle Gum,Myrtaceae,,
Red Oak,Fagaceae,,
Large-fruited Yellow or Blue Gum,Myrtaceae,,
Flowering Gum,Myrtaceae,11,Juvenile
Flooded gum,Myrtaceae,,
London Plane,Platanaceae,,
River red gum,Myrtaceae,,
Golden Wattle,Fabaceae,,
Flooded gum,Myrtaceae,17,Semi-Mature
Dwarf Yellow Bloodwood,Myrtaceae,,
Spotted Gum,Myrtaceae,30,Semi-Mature
Spotted Gum,Myrtaceae,16,Juvenile
Luscious Water Gum,Myrtaceae,,
Peppercorn Tree,Anacardiaceae,40,Semi-Mature
Huntingdon Elm,Ulmaceae,65,Mature
Swamp Mahogany,Myrtaceae,,
Grey Sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
Red Flowering Yellow Gum,Myrtaceae,,
Spotted Gum,Myrtaceae,24,Semi-Mature
Huntingdon Elm,Ulmaceae,79,Mature
London Plane,Platanaceae,20,Semi-Mature
Purple-leafed Cherry Plum,Rosaceae,26,Mature
Silver Banksia,Proteaceae,,
Cyprus Plane,Platanaceae,,
London Plane,Platanaceae,55,Mature
Sugar gum,Myrtaceae,,
Golden Wattle,Fabaceae,,
Chinese Pistachio,Anacardiaceae,,
Rough-barked apple,Myrtaceae,,
Chinese Elm,Ulmaceae,28,Semi-Mature
Maidenhair Tree,Ginkgoaceae,,
Willow Bottlebrush,Myrtaceae,,
Dutch Elm,Ulmaceae,52,Mature
River red gum,Myrtaceae,,
English Elm,Ulmaceae,52,Mature
Spotted Gum,Myrtaceae,,
River red gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Silver Banksia,Proteaceae,,
Spotted Gum,Myrtaceae,6,Juvenile
Yellow Box,Myrtaceae,,
Weeping Myrtle,Myrtaceae,10,Juvenile
Grey Sheoak,Casuarinaceae,,
London Plane,Platanaceae,41,Mature
Huntingdon Elm,Ulmaceae,27,Semi-Mature
River red gum,Myrtaceae,19,Semi-Mature
Black Wattle,Fabaceae,,
Dutch Elm,Ulmaceae,45,Mature
River red gum,Myrtaceae,,
London Plane,Platanaceae,25,Semi-Mature
Coastal Banksia,Proteaceae,,
Elm,Ulmaceae,72,Mature
Black She Oak,Casuarinaceae,,
River red gum,Myrtaceae,,
Swamp Gum,Myrtaceae,,
Sapporo Autumn Gold Elm,Ulmaceae,,
River red gum,Myrtaceae,,
Tulip Tree,Magnoliaceae,82,Mature
Wirilda,Fabaceae,,
Yellow Gum,Myrtaceae,,
Elm,Ulmaceae,33,Semi-Mature
River red gum,Myrtaceae,,
Kanooka,Myrtaceae,1,New
Black Wattle,Fabaceae,,
Yellow Gum,Myrtaceae,,
Huntingdon Elm,Ulmaceae,60,Mature
Elm,Ulmaceae,77,Mature
Snow-in-Summer,Myrtaceae,48,Mature
Coastal Banksia,Proteaceae,,
Drooping sheoak,Casuarinaceae,,
Aleppo Pine,Pinaceae,,
Horse Chestnut,Sapindaceae,17,Semi-Mature
Ironbark,Myrtaceae,,
River red gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
Wilga,Rutaceae,,
Spotted Gum,Myrtaceae,,
Dutch Elm,Ulmaceae,69,Mature
Sugar gum,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Trident maple,Sapindaceae,,
Yellow Box,Myrtaceae,,
Black Wattle,Fabaceae,3,Juvenile
Sweet Bursaria,Pittosporaceae,,
Brush Box,Myrtaceae,,
Lemon Scented Gum,Myrtaceae,20,Semi-Mature
Lemon Scented Gum,Myrtaceae,62,Mature
Red Box,Myrtaceae,,
Spotted Gum,Myrtaceae,,
Spotted Gum,Myrtaceae,44,Semi-Mature
Manna Gum,Myrtaceae,,
Luscious Water Gum,Myrtaceae,3,Juvenile
Elm,Ulmaceae,64,Mature
Silver Banksia,Proteaceae,,
Lemon Bottlebrush,Myrtaceae,,
Melbourne Yellow-Gum,Myrtaceae,,
Smooth-barked apple,Myrtaceae,,
Kanooka,Myrtaceae,,
English Elm,Ulmaceae,,
River red gum,Myrtaceae,,
Elm,Ulmaceae,69,Mature
Yellow Chestnut Oak,Fagaceae,91,Mature
Maidenhair Tree,Ginkgoaceae,,
Coolgardie Gum,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Pin Oak,Fagaceae,8,Juvenile
Claret Ash,Oleaceae,39,Mature
River red gum,Myrtaceae,,
Ironbark,Myrtaceae,,
European nettle tree,Cannabaceae,,
Spotted Gum,Myrtaceae,12,Juvenile
English Oak,Fagaceae,,
River red gum,Myrtaceae,,
Dutch Elm,Ulmaceae,41,Semi-Mature
Ironbark,Myrtaceae,,
English Elm,Ulmaceae,,
London Plane,Platanaceae,47,Mature
Spotted Gum,Myrtaceae,11,Juvenile
Willow Gum,Myrtaceae,,
English Oak,Fagaceae,47,Semi-Mature
London Plane,Platanaceae,70,Mature
Ironbark,Myrtaceae,,
Boobialla,Scrophulariaceae,,
River red gum,Myrtaceae,,
Golden Wattle,Fabaceae,,
Elm,Ulmaceae,77,Mature
Lightwood Wattle,Fabaceae,,
Queensland kauri pine,Araucariaceae,,
Crows Nest Poplar,Salicaceae,21,Semi-Mature
Sweet Bursaria,Pittosporaceae,,
Lightwood Wattle,Fabaceae,,
Sydney Blue Gum,Myrtaceae,62,Mature
Swamp Paperbark,Myrtaceae,,
Silky Oak,Proteaceae,,
Red Box,Myrtaceae,,
River Sheoak,Casuarinaceae,,
Hill¿s Weeping Fig,Moraceae,10,Juvenile
Weeping Myrtle,Myrtaceae,19,Semi-Mature
Coastal Banksia,Proteaceae,,
English Elm,Ulmaceae,105,Mature
Black Wattle,Fabaceae,,
River Sheoak,Casuarinaceae,,
European nettle tree,Cannabaceae,,
Southern Magnolia,Magnoliaceae,,
Huntingdon Elm,Ulmaceae,,
River red gum,Myrtaceae,,
Swamp Sheoak,Casuarinaceae,,
Chinese Pistachio,Anacardiaceae,,
Flame Tree,Malvaceae,,
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,44,Mature
Red Oak,Fagaceae,,
Spotted Gum,Myrtaceae,,
River red gum,Myrtaceae,,
Huntingdon Elm,Ulmaceae,59,Mature
Sweet Bursaria,Pittosporaceae,,
London Plane,Platanaceae,70,Mature
Chinese Tallow,Euphorbiaceae,,
Spotted Gum,Myrtaceae,,
Argyle apple,Myrtaceae,,
Coastal Banksia,Proteaceae,,
Callery Pear,Rosaceae,26,Semi-Mature
Smooth-barked apple,Myrtaceae,,
Flowering Gum,Myrtaceae,,
Callery Pear,Rosaceae,24,Semi-Mature
Brush Box,Myrtaceae,52,Mature
Yellow Box,Myrtaceae,,
Sweet Bursaria,Pittosporaceae,,
River red gum,Myrtaceae,,
Silver Banksia,Proteaceae,,
Hill¿s Weeping Fig,Moraceae,22,Semi-Mature
Sugar gum,Myrtaceae,,
Yellow Gum,Myrtaceae,23,Semi-Mature
Varnish Wattle,Fabaceae,,
Pin Oak,Fagaceae,,
English Elm,Ulmaceae,,
River red gum,Myrtaceae,14,Semi-Mature
Spotted Gum,Myrtaceae,,
Lemon Scented Gum,Myrtaceae,,
Smooth-barked apple,Myrtaceae,6,New
Urbanite Ash,Oleaceae,,
Small-leaved Linden,Malvaceae,,
Moreton Bay Fig,Moraceae,75,Mature
Yellow Box,Myrtaceae,,
Ironbark,Myrtaceae,,
Red maple,Sapindaceae,,
Purple-leafed Cherry Plum,Rosaceae,,
Black Wattle,Fabaceae,,
Brush Box,Myrtaceae,,
Sugar gum,Myrtaceae,,
Chinaberry Tree,Meliaceae,11,Juvenile
London Plane,Platanaceae,35,Semi-Mature
Moreton Bay Fig,Moraceae,24,Semi-Mature
London Plane,Platanaceae,39,Semi-Mature
River red gum,Myrtaceae,,
Chinaberry Tree,Meliaceae,,
Chanticleer Pear,Rosaceae,,
English Elm,Ulmaceae,95,Over-mature
Red Box,Myrtaceae,,
Algerian Oak,Fagaceae,,
Spotted Gum,Myrtaceae,52,Mature
Yellow Box,Myrtaceae,,
Pacific kauri,Araucariaceae,,
Yellow Box,Myrtaceae,,
Black Wattle,Fabaceae,,
Sweet Bursaria,Pittosporaceae,,
Pin Oak,Fagaceae,,
Hoop Pine,Araucariaceae,,
River red gum,Myrtaceae,,
River Birch,Betulaceae,,
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,18,Semi-Mature
Golden Wattle,Fabaceae,,
Brush Box,Myrtaceae,27,Semi-Mature
Yellow Gum,Myrtaceae,,
Unknown,Myrtaceae,,
Swamp Sheoak,Casuarinaceae,,
Yellow Box,Myrtaceae,,
Australian teak,Rutaceae,,
Spotted Gum,Myrtaceae,,
Willow Bottlebrush,Myrtaceae,,
Black Wattle,Fabaceae,,
Yellow Box,Myrtaceae,,
Showy Honey Myrtle,Myrtaceae,,
Celery wood,Araliaceae,,
River red gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Pin Oak,Fagaceae,23,Semi-Mature
Snow Gum,Myrtaceae,,
Spotted Gum,Myrtaceae,40,Semi-Mature
Bhutan Cypress,Cupressaceae,,
Gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
River red gum,Myrtaceae,46,Mature
Large-fruited Yellow or Blue Gum,Myrtaceae,,
Queensland kauri pine,Araucariaceae,,
Coastal Tea Tree,Myrtaceae,,
Swamp Gum,Myrtaceae,,
Pohutukawa,Myrtaceae,,
Rough-barked apple,Myrtaceae,9,Juvenile
Spotted Gum,Myrtaceae,50,Mature
London Plane,Platanaceae,43,Mature
English Elm,Ulmaceae,140,Over-mature
Crows Nest Poplar,Salicaceae,,
Ovens Wattle,Fabaceae,,
Simon Poplar,Salicaceae,21,Semi-Mature
Desert Ash,Oleaceae,,
River red gum,Myrtaceae,,
Green Vase,Ulmaceae,,
Yellow Gum,Myrtaceae,,
River red gum,Myrtaceae,,
Maidenhair Tree,Ginkgoaceae,,
London Plane,Platanaceae,34,Semi-Mature
River red gum,Myrtaceae,,
Paperbark,Myrtaceae,,
River red gum,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Paperbark,Myrtaceae,,
Coastal Banksia,Proteaceae,,
Elm,Ulmaceae,82,Mature
London Plane,Platanaceae,55,Mature
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Boobialla,Scrophulariaceae,,
Pin Oak,Fagaceae,,
Elm,Ulmaceae,61,Mature
Mutton-Wood,Primulaceae,,
Sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
Moreton Bay Fig,Moraceae,207,Mature
Chanticleer Pear,Rosaceae,,
Lightwood Wattle,Fabaceae,,
Norfolk Island Pine,Araucariaceae,,
Weeping Myrtle,Myrtaceae,3,Juvenile
Lemon Scented Gum,Myrtaceae,,
London Plane,Platanaceae,45,Mature
London Plane,Platanaceae,65,Mature
Sweet Bursaria,Pittosporaceae,,
Mexican or Washington Palm,Arecaceae,,
English Elm,Ulmaceae,60,Mature
Wilga,Rutaceae,,
Stiff bottlebrush,Myrtaceae,,
Spotted Gum,Myrtaceae,62,Mature
Japanese Zelkova,Ulmaceae,25,Semi-Mature
Boobialla,Scrophulariaceae,,
Manna Gum,Myrtaceae,,
Spotted Gum,Myrtaceae,11,Juvenile
Wirilda,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
Peppercorn Tree,Anacardiaceae,106,Mature
River red gum,Myrtaceae,,
Rose sheoak,Casuarinaceae,,
Sugar gum,Myrtaceae,,
Freeman Maple,Sapindaceae,,
Huntingdon Elm,Ulmaceae,60,Mature
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,,
Huntingdon Elm,Ulmaceae,54,Mature
Kurrajong,Malvaceae,,
Lightwood Wattle,Fabaceae,,
River Sheoak,Casuarinaceae,,
Black Wattle,Fabaceae,,
Grey Sheoak,Casuarinaceae,,
`Rosea¿ Red Ironbark,Myrtaceae,,
Silver Wattle,Fabaceae,,
Japanese Zelkova,Ulmaceae,3,New
London Plane,Platanaceae,63,Mature
English Oak,Fagaceae,60,Mature
Rough-barked apple,Myrtaceae,,
Melbourne Yellow-Gum,Myrtaceae,,
Japanese Flowering Cherry,Rosaceae,,
Eucalyptus Torwood,Myrtaceae,,
Black Wattle,Fabaceae,,
Winter Hazel,Hamamelidaceae,27,Mature
Silver Wattle,Fabaceae,,
Black Wattle,Fabaceae,,
River red gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Tulip Tree,Magnoliaceae,28,Semi-Mature
UNKNOWN,UNKNOWN,,
Desert Ash,Oleaceae,61,Mature
Moreton Bay Fig,Moraceae,111,Mature
River Sheoak,Casuarinaceae,24,Semi-Mature
Lemon Scented Gum,Myrtaceae,7,Juvenile
Unknown,Myrtaceae,,
Blueberry ash,Elaeocarpaceae,,
Yellow Gum,Myrtaceae,27,Semi-Mature
Chinaberry Tree,Meliaceae,15,Juvenile
River red gum,Myrtaceae,,
English Elm,Ulmaceae,4,Juvenile
Black Wattle,Fabaceae,,
Red Pokers,Proteaceae,,
Mexican or Washington Palm,Arecaceae,34,Mature
Apple,Rosaceae,9,Semi-Mature
Manna Gum,Myrtaceae,,
London Plane,Platanaceae,61,Mature
White Cypress-pine,Cupressaceae,6,Juvenile
River red gum,Myrtaceae,,
Brush Box,Myrtaceae,39,Mature
Camphor Laurel,Lauraceae,,
River red gum,Myrtaceae,,
Sallow Wattle,Fabaceae,,
Flowering Gum,Myrtaceae,2,New
Wilga,Rutaceae,,
Sugar gum,Myrtaceae,,
Golden Wattle,Fabaceae,,
Chinese Elm,Ulmaceae,24,Semi-Mature
Gungurru,Myrtaceae,,
River red gum,Myrtaceae,16,Semi-Mature
swamp paperbark,Myrtaceae,,
London Plane,Platanaceae,30,Semi-Mature
Yellow Box,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
English Elm,Ulmaceae,24,Semi-Mature
Golden Wattle,Fabaceae,,
Black Wattle,Fabaceae,,
Spotted Gum,Myrtaceae,32,Semi-Mature
Lightwood Wattle,Fabaceae,,
Silver Banksia,Proteaceae,,
Japanese Zelkova,Ulmaceae,13,Semi-Mature
Black Wattle,Fabaceae,,
Golden Locust,Fabaceae,,
Lightwood Wattle,Fabaceae,,
Red Oak,Fagaceae,,
Yellow Box,Myrtaceae,,
Flame Tree,Malvaceae,1,New
Hill¿s Weeping Fig,Moraceae,,
Wirilda,Fabaceae,,
River red gum,Myrtaceae,,
Small-leaved Linden,Malvaceae,10,Juvenile
London Plane,Platanaceae,29,Semi-Mature
Callery Pear,Rosaceae,,
Algerian Oak,Fagaceae,,
Spotted Gum,Myrtaceae,12,Juvenile
London Plane,Platanaceae,27,Semi-Mature
Norwegian Sunset Maple,Sapindaceae,2,New
Norwegian Sunset Maple,Sapindaceae,2,New
Deodar,Pinaceae,58,Mature
Rose sheoak,Casuarinaceae,2,New
Lemon Bottlebrush,Myrtaceae,,
Red Box,Myrtaceae,,
Black Wattle,Fabaceae,,
Elm,Ulmaceae,70,Mature
Golden Wattle,Fabaceae,,
English Elm,Ulmaceae,75,Mature
London Plane,Platanaceae,35,Semi-Mature
Smooth-barked apple,Myrtaceae,,
River red gum,Myrtaceae,,
Black Wattle,Fabaceae,,
Maidenhair Tree,Ginkgoaceae,,
Sweet Bursaria,Pittosporaceae,,
Kanooka,Myrtaceae,3,Juvenile
Yellow Box,Myrtaceae,,
Yellow Box,Myrtaceae,,
Yellow Box,Myrtaceae,,
Lebanon oak,Fagaceae,,
Chinese Elm,Ulmaceae,19,Semi-Mature
Black She Oak,Casuarinaceae,,
Spotted Gum,Myrtaceae,115,Mature
Yellow Gum,Myrtaceae,,
River red gum,Myrtaceae,,
London Plane,Platanaceae,48,Mature
Blueberry ash,Elaeocarpaceae,,
River red gum,Myrtaceae,,
Sweet Bursaria,Pittosporaceae,,
Japanese Zelkova,Ulmaceae,,
Yellow Gum,Myrtaceae,,
Freeman Maple,Sapindaceae,,
Sydney Blue Gum,Myrtaceae,,
Moreton Bay Fig,Moraceae,,
Elm,Ulmaceae,19,Semi-Mature
Brush Box,Myrtaceae,40,Mature
Atlas Cedar,Pinaceae,55,Mature
Smooth-barked apple,Myrtaceae,11,Juvenile
Moonah,Myrtaceae,,
London Plane,Platanaceae,45,Mature
Moreton Bay Fig,Moraceae,76,Semi-Mature
Peppercorn Tree,Anacardiaceae,10,Juvenile
English Elm,Ulmaceae,28,Semi-Mature
Dwarf Yellow Bloodwood,Myrtaceae,,
River red gum,Myrtaceae,,
Flinders Range Wattle,Fabaceae,15,Mature
Coolgardie Gum,Myrtaceae,,
Brush Box,Myrtaceae,33,Semi-Mature
Black Wattle,Fabaceae,,
Spotted Gum,Myrtaceae,,
London Plane,Platanaceae,44,Mature
White Silky Oak,Proteaceae,,
Coastal Banksia,Proteaceae,,
Rough-barked apple,Myrtaceae,,
Sugar gum,Myrtaceae,,
Monterey Cypress,Cupressaceae,179,Mature
Silver Wattle,Fabaceae,,
Deodar,Pinaceae,,
Lightwood Wattle,Fabaceae,,
Spotted Gum,Myrtaceae,26,Semi-Mature
Manuka,Myrtaceae,,
Unknown,Myrtaceae,,
Canary Island Date Palm,Arecaceae,72,Mature
London Plane,Platanaceae,51,Mature
White Silky Oak,Proteaceae,,
Elm,Ulmaceae,79,Mature
English Elm,Ulmaceae,22,Semi-Mature
London Plane,Platanaceae,29,Semi-Mature
Red Ironbark,Myrtaceae,,
London Plane,Platanaceae,44,Mature
Lemon Scented Gum,Myrtaceae,34,Semi-Mature
Weeping Bottlebrush,Myrtaceae,,
Dutch Elm,Ulmaceae,54,Mature
Wych Elm,Ulmaceae,,
Silver Wattle,Fabaceae,,
Spotted Gum,Myrtaceae,,
Red Oak,Fagaceae,5,Juvenile
Wilga,Rutaceae,,
Sweet Bursaria,Pittosporaceae,,
Drooping sheoak,Casuarinaceae,,
Manna Gum,Myrtaceae,,
River red gum,Myrtaceae,4,New
London Plane,Platanaceae,55,Mature
Sweet Bursaria,Pittosporaceae,,
London Plane,Platanaceae,,
Yellow Box,Myrtaceae,,
Camphor Laurel,Lauraceae,,
Yellow Box,Myrtaceae,,
Flooded gum,Myrtaceae,,
Tulip Tree,Magnoliaceae,3,Juvenile
River red gum,Myrtaceae,,
Liquidamber or Sweet Gum,Altingiaceae,,
Drooping sheoak,Casuarinaceae,6,Juvenile
Lightwood Wattle,Fabaceae,,
N/A,Rutaceae,,
English Elm,Ulmaceae,22,Semi-Mature
River Sheoak,Casuarinaceae,18,Semi-Mature
Yellow Box,Myrtaceae,2,New
Aleppo Pine,Pinaceae,,
London Plane,Platanaceae,65,Mature
River red gum,Myrtaceae,,
Gold-dust Wattle,Fabaceae,,
Prickly Paperbark,Myrtaceae,57,Mature
London Plane,Platanaceae,32,Semi-Mature
Hedge Maple,Sapindaceae,,
Urbanite Ash,Oleaceae,,
Swamp Sheoak,Casuarinaceae,,
Swamp White Oak,Fagaceae,57,Semi-Mature
London Plane,Platanaceae,10,Semi-Mature
Huntingdon Elm,Ulmaceae,42,Mature
Black She Oak,Casuarinaceae,,
Pyramid Tree,Malvaceae,62,Mature
River red gum,Myrtaceae,,
Smooth-barked apple,Myrtaceae,,
Moonah,Myrtaceae,,
Long-flowered Marlock,Myrtaceae,,
Monterey Pine,Pinaceae,,
Yellow Box,Myrtaceae,,
Yellow Box,Myrtaceae,,
River red gum,Myrtaceae,,
London Plane,Platanaceae,,
Manuka,Myrtaceae,,
Flinders Range Wattle,Fabaceae,,
Coastal Banksia,Proteaceae,,
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,41,Mature
European nettle tree,Cannabaceae,,
Jacaranda,Bignoniaceae,,
Freeman Maple,Sapindaceae,6,Juvenile
River red gum,Myrtaceae,,
Elm,Ulmaceae,19,Semi-Mature
Rottnest Island Pine,Cupressaceae,,
River Sheoak,Casuarinaceae,,
London Plane,Platanaceae,66,Mature
Smooth-barked apple,Myrtaceae,,
Japanese Zelkova,Ulmaceae,35,Semi-Mature
Chinaberry Tree,Meliaceae,5,Juvenile
Unknown,Myrtaceae,,
Willow Gum,Myrtaceae,29,Semi-Mature
Lemon Scented Gum,Myrtaceae,33,Semi-Mature
Lemon Scented Gum,Myrtaceae,29,Semi-Mature
London Plane,Platanaceae,,
Tuckeroo,Sapindaceae,,
Gum,Myrtaceae,12,Semi-Mature
English Elm,Ulmaceae,70,Mature
London Plane,Platanaceae,69,Mature
Drooping sheoak,Casuarinaceae,,
Manuka,Myrtaceae,,
Elm,Ulmaceae,43,Mature
River red gum,Myrtaceae,,
London Plane,Platanaceae,,
Drooping sheoak,Casuarinaceae,,
River Sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
Firewheel Tree,Proteaceae,5,Juvenile
River red gum,Myrtaceae,,
Japanese Zelkova,Ulmaceae,,
Drooping sheoak,Casuarinaceae,20,Semi-Mature
Yellow Box,Myrtaceae,,
Black She Oak,Casuarinaceae,,
Unknown,Myrtaceae,,
Callery Pear,Rosaceae,20,Semi-Mature
Lemon Scented Gum,Myrtaceae,,
Brush Box,Myrtaceae,35,Mature
Pin Oak,Fagaceae,,
Yellow Box,Myrtaceae,,
Spotted Gum,Myrtaceae,28,Semi-Mature
Pohutukawa,Myrtaceae,9,Semi-Mature
Silky Oak,Proteaceae,45,Mature
Lightwood Wattle,Fabaceae,,
Golden Elm,Ulmaceae,17,Semi-Mature
River red gum,Myrtaceae,17,Juvenile
Callery Pear,Rosaceae,31,Semi-Mature
Maidenhair Tree,Ginkgoaceae,22,Semi-Mature
River red gum,Myrtaceae,46,Mature
Mutton-Wood,Primulaceae,,
Manuka,Myrtaceae,,
River red gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Manna Gum,Myrtaceae,,
Spotted Gum,Myrtaceae,36,Semi-Mature
River red gum,Myrtaceae,,
English Elm,Ulmaceae,,
River red gum,Myrtaceae,,
Smooth-barked apple,Myrtaceae,18,Semi-Mature
Spotted Gum,Myrtaceae,,
Silky Oak,Proteaceae,,
River red gum,Myrtaceae,37,Semi-Mature
Elm,Ulmaceae,76,Mature
Drooping sheoak,Casuarinaceae,,
English Elm,Ulmaceae,,
River red gum,Myrtaceae,,
Boobialla,Scrophulariaceae,,
River red gum,Myrtaceae,,
English Elm,Ulmaceae,,
Elm,Ulmaceae,130,Mature
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
Manchurian Pear,Rosaceae,,
Liquidamber or Sweet Gum,Altingiaceae,,
Spotted Gum,Myrtaceae,40,Mature
Varnish Wattle,Fabaceae,,
Yellow Box,Myrtaceae,,
Red Oak,Fagaceae,20,Semi-Mature
Black Wattle,Fabaceae,,
Willow Bottlebrush,Myrtaceae,,
Pohutukawa,Myrtaceae,9,Semi-Mature
River red gum,Myrtaceae,,
Wirilda,Fabaceae,,
European nettle tree,Cannabaceae,,
Smooth-barked apple,Myrtaceae,,
London Plane,Platanaceae,17,Semi-Mature
Lemon Scented Gum,Myrtaceae,17,Semi-Mature
River red gum,Myrtaceae,,
Black Wattle,Fabaceae,,
Canary Island Pine,Pinaceae,,
Black Wattle,Fabaceae,,
Hoop Pine,Araucariaceae,91,Mature
River red gum,Myrtaceae,,
Oyster Bay pine,Cupressaceae,,
Elm,Ulmaceae,49,Semi-Mature
River red gum,Myrtaceae,,
River Sheoak,Casuarinaceae,43,Mature
Silver Banksia,Proteaceae,,
Snow-in-Summer,Myrtaceae,32,Semi-Mature
Freeman Maple,Sapindaceae,,
Canary Island Date Palm,Arecaceae,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,24,Semi-Mature
River red gum,Myrtaceae,,
Queensland kauri pine,Araucariaceae,,
Moreton Bay Fig,Moraceae,,
Smooth-barked apple,Myrtaceae,17,Semi-Mature
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
UNKNOWN,UNKNOWN,,
River red gum,Myrtaceae,,
Crimson Bottlebrush,Myrtaceae,70,Mature
River red gum,Myrtaceae,,
London Plane,Platanaceae,17,Semi-Mature
River red gum,Myrtaceae,,
Grey Sheoak,Casuarinaceae,,
European nettle tree,Cannabaceae,,
Lemon Scented Gum,Myrtaceae,,
Carob,Fabaceae,,
Western Red Cedar,Cupressaceae,30,Semi-Mature
London Plane,Platanaceae,47,Mature
English Elm,Ulmaceae,91,Mature
Silver Wattle,Fabaceae,,
London Plane,Platanaceae,49,Mature
Sweet Bursaria,Pittosporaceae,,
Spotted Gum,Myrtaceae,24,Semi-Mature
Yellow Box,Myrtaceae,,
English Elm,Ulmaceae,145,Mature
Drooping sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
London Plane,Platanaceae,42,Mature
Red Oak,Fagaceae,22,Semi-Mature
Swamp Gum,Myrtaceae,,
Spotted Gum,Myrtaceae,,
Moreton Bay Fig,Moraceae,,
Chinese Windmill Palm,Arecaceae,,
Red maple,Sapindaceae,,
Sugar gum,Myrtaceae,,
Black Wattle,Fabaceae,,
